date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:23:27	6951/6951	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-1b27%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/magnific-popup.css	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/css/vendor/magnific-popup.css	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:28	6139/6139	---M--	200	added ('OK')	text/css	etag:%2261fd2c82-17fb%22	https://new.axilthemes.com/demo/template/etrade/assets/css/vendor/base.css	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/css/vendor/base.css	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:29	33753/33753	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-83d9%22	https://new.axilthemes.com/demo/template/etrade/index.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:30	3600/3600	---M--	200	added ('OK')	image/png	etag:%226320855f-e10%22	https://new.axilthemes.com/demo/template/etrade/assets/images/logo/logo.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/logo/logo.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:31	302739/302739	---MCZ	200	added ('OK')	text/css	etag:W/%22645b7bdf-49e93%22	https://new.axilthemes.com/demo/template/etrade/assets/css/style.min.css	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/css/style.min.css	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:32	3283/3283	---M--	200	added ('OK')	image/png	etag:%226320855f-cd3%22	https://new.axilthemes.com/demo/template/etrade/assets/images/logo/logo-light.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/logo/logo-light.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:32	6702/6702	---M--	200	added ('OK')	image/png	etag:%22630df729-1a2e%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-01.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-01.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:32	80330/80330	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-139ca%22	https://new.axilthemes.com/demo/template/etrade/shop.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/shop.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:33	72066/72066	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-11982%22	https://new.axilthemes.com/demo/template/etrade/shop-sidebar.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/shop-sidebar.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:33	8134/8134	---M--	200	added ('OK')	image/png	etag:%22630df729-1fc6%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature1.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature1.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:34	16727/16727	---M--	200	added ('OK')	image/png	etag:%2262260047-4157%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature2.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature2.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:34	3404/3404	---M--	200	added ('OK')	image/png	etag:%22630df729-d4c%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature3.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature3.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:35	7403/7403	---M--	200	added ('OK')	image/png	etag:%2262260047-1ceb%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature4.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-feature4.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:35	6511/6511	---M--	200	added ('OK')	image/png	etag:%22630df729-196f%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-02.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-02.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:35	3172/3172	---M--	200	added ('OK')	image/png	etag:%22630df729-c64%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-03.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-03.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:36	7140/7140	---M--	200	added ('OK')	image/png	etag:%22630df729-1be4%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-04.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-04.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:36	3086/3086	---M--	200	added ('OK')	image/png	etag:%22630df729-c0e%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-05.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-05.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:36	5509/5509	---M--	200	added ('OK')	image/png	etag:%22630df729-1585%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-06.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-06.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:37	9961/9961	---M--	200	added ('OK')	image/png	etag:%22630df729-26e9%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-07.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-07.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:37	11560/11560	---M--	200	added ('OK')	image/png	etag:%22630df729-2d28%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-08.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/categories/cat-08.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:37	155563/155563	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-25fab%22	https://new.axilthemes.com/demo/template/etrade/index-1.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index-1.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:38	105735/105735	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-19d07%22	https://new.axilthemes.com/demo/template/etrade/index-2.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index-2.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:38	156935/156935	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-26507%22	https://new.axilthemes.com/demo/template/etrade/index-4.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index-4.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:38	197036/197036	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-301ac%22	https://new.axilthemes.com/demo/template/etrade/index-5.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index-5.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:39	152075/152075	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-2520b%22	https://new.axilthemes.com/demo/template/etrade/index-7.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/index-7.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:39	82087/82087	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-140a7%22	https://new.axilthemes.com/demo/template/etrade/single-product.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:39	79474/79474	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-13672%22	https://new.axilthemes.com/demo/template/etrade/single-product-2.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-2.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:40	96897/96897	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-17a81%22	https://new.axilthemes.com/demo/template/etrade/single-product-3.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-3.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:40	78743/78743	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-13397%22	https://new.axilthemes.com/demo/template/etrade/single-product-4.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-4.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:41	92203/92203	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-1682b%22	https://new.axilthemes.com/demo/template/etrade/single-product-5.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-5.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:41	95712/95712	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-175e0%22	https://new.axilthemes.com/demo/template/etrade/single-product-6.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-6.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:41	72425/72425	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-11ae9%22	https://new.axilthemes.com/demo/template/etrade/single-product-7.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/single-product-7.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:41	47622/47622	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-ba06%22	https://new.axilthemes.com/demo/template/etrade/wishlist.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/wishlist.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:42	52144/52144	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-cbb0%22	https://new.axilthemes.com/demo/template/etrade/cart.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/cart.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:42	59367/59367	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-e7e7%22	https://new.axilthemes.com/demo/template/etrade/checkout.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/checkout.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:42	60861/60861	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-edbd%22	https://new.axilthemes.com/demo/template/etrade/my-account.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/my-account.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:43	4868/4868	---M--	200	added ('OK')	text/html	etag:%22645b7bdf-1304%22	https://new.axilthemes.com/demo/template/etrade/sign-up.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/sign-up.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:43	4766/4766	---M--	200	added ('OK')	text/html	etag:%22645b7bdf-129e%22	https://new.axilthemes.com/demo/template/etrade/sign-in.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/sign-in.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:43	4669/4669	---M--	200	added ('OK')	text/html	etag:%22645b7bdf-123d%22	https://new.axilthemes.com/demo/template/etrade/forgot-password.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/forgot-password.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:44	4736/4736	---M--	200	added ('OK')	text/html	etag:%22645b7bdf-1280%22	https://new.axilthemes.com/demo/template/etrade/reset-password.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/reset-password.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:45	53105/53105	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-cf71%22	https://new.axilthemes.com/demo/template/etrade/privacy-policy.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/privacy-policy.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:45	3943/3943	---M--	200	added ('OK')	text/html	etag:%22645b7bdf-f67%22	https://new.axilthemes.com/demo/template/etrade/coming-soon.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/coming-soon.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:45	45305/45305	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-b0f9%22	https://new.axilthemes.com/demo/template/etrade/404.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/404.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:45	40971/40971	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-a00b%22	https://new.axilthemes.com/demo/template/etrade/typography.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/typography.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:46	56348/56348	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-dc1c%22	https://new.axilthemes.com/demo/template/etrade/about-us.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/about-us.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:46	70089/70089	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-111c9%22	https://new.axilthemes.com/demo/template/etrade/blog.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:47	72402/72402	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-11ad2%22	https://new.axilthemes.com/demo/template/etrade/blog-grid.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-grid.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:47	86356/86356	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-15154%22	https://new.axilthemes.com/demo/template/etrade/blog-details.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-details.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:48	86708/86708	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-152b4%22	https://new.axilthemes.com/demo/template/etrade/blog-gallery.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-gallery.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:48	86638/86638	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-1526e%22	https://new.axilthemes.com/demo/template/etrade/blog-video.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-video.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:49	86741/86741	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-152d5%22	https://new.axilthemes.com/demo/template/etrade/blog-audio.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-audio.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:50	83595/83595	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-1468b%22	https://new.axilthemes.com/demo/template/etrade/blog-quote.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/blog-quote.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:50	49849/49849	---MCZ	200	added ('OK')	text/html	etag:W/%22645b7bdf-c2b9%22	https://new.axilthemes.com/demo/template/etrade/contact.html	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/contact.html	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:50	23709/23709	---M--	200	added ('OK')	image/png	etag:%2262260047-5c9d%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-40.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-40.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:51	17583/17583	---M--	200	added ('OK')	image/png	etag:%2262260047-44af%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-46.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-46.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:51	11069/11069	---M--	200	added ('OK')	image/png	etag:%2262260047-2b3d%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/product-41.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/product-41.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:52	1583/1583	---M--	200	added ('OK')	image/png	etag:%22630df729-62f%22	https://new.axilthemes.com/demo/template/etrade/assets/images/icons/service1.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/icons/service1.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:52	2081/2081	---M--	200	added ('OK')	image/png	etag:%22630df729-821%22	https://new.axilthemes.com/demo/template/etrade/assets/images/icons/service2.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/icons/service2.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:52	1247/1247	---M--	200	added ('OK')	image/png	etag:%22630df729-4df%22	https://new.axilthemes.com/demo/template/etrade/assets/images/icons/service3.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/icons/service3.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:54	1571/1571	---M--	200	added ('OK')	image/png	etag:%22630df729-623%22	https://new.axilthemes.com/demo/template/etrade/assets/images/icons/service4.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/icons/service4.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:54	1878/1878	---M--	200	added ('OK')	image/png	etag:%22630df729-756%22	https://new.axilthemes.com/demo/template/etrade/assets/images/icons/service5.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/icons/service5.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:57	112343/112343	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-1b6d7%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-1.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-1.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:57	122898/122898	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-1e012%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-4.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-4.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:57	112261/112261	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-1b685%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-2.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-2.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:23:59	70040/70040	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-11198%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-5.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-5.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:24:00	74276/74276	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-12224%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-3.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-3.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:24:00	65760/65760	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-100e0%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-17.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-17.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:24:00	154095/154095	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-259ef%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-6.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-6.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
20:24:01	65798/65798	---M--	200	added ('OK')	image/png	etag:%22630f4f3e-10106%22	https://new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-16.png	C:/Users/user/Desktop/BASIS-SEIP-BACTH-17/e-2/new.axilthemes.com/demo/template/etrade/assets/images/product/fashion/product-16.png	(from https://new.axilthemes.com/demo/template/etrade/index-3.html)
